
10:52:00 am Platform : API, Module : Supplier, Error : AxiosError: Request failed with status code 417, Functionality : syncSupplier
4:14:13 pm Platform : API, Module : syncCreateSales, Error : {"exc_type":"DoesNotExistError","_server_messages":"[\"{\\\"message\\\": \\\"Item Tax Template GST 5% - T not found\\\", \\\"title\\\": \\\"Message\\\", \\\"indicator\\\": \\\"red\\\", \\\"raise_exception\\\": 1, \\\"__frappe_exc_id\\\": \\\"e1e929dee12ef5abb87b9fb67193a1917dab91c7910f38afb3080868\\\"}\"]"}, Functionality : syncCreateSales-ERPNext API error
4:14:14 pm Platform : API, Module : syncCreateSales, Error : {"exception":"AttributeError: 'NoneType' object has no attribute 'payment_terms'","exc_type":"AttributeError","_exc_source":"erpnext (app)","exc":"[\"Traceback (most recent call last):\\n  File \\\"apps/frappe/frappe/app.py\\\", line 115, in application\\n    response = frappe.api.handle(request)\\n               ^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/api/__init__.py\\\", line 50, in handle\\n    data = endpoint(**arguments)\\n           ^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/api/v1.py\\\", line 46, in create_doc\\n    return frappe.new_doc(doctype, **data).insert()\\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/model/document.py\\\", line 309, in insert\\n    self.run_before_save_methods()\\n  File \\\"apps/frappe/frappe/model/document.py\\\", line 1143, in run_before_save_methods\\n    self.run_method(\\\"validate\\\")\\n  File \\\"apps/frappe/frappe/model/document.py\\\", line 1011, in run_method\\n    out = Document.hook(fn)(self, *args, **kwargs)\\n          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/model/document.py\\\", line 1371, in composer\\n    return composed(self, method, *args, **kwargs)\\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/model/document.py\\\", line 1353, in runner\\n    add_to_return_value(self, fn(self, *args, **kwargs))\\n                              ^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/model/document.py\\\", line 1008, in fn\\n    return method_object(*args, **kwargs)\\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py\\\", line 271, in validate\\n    super().validate()\\n  File \\\"apps/erpnext/erpnext/controllers/selling_controller.py\\\", line 43, in validate\\n    super().validate()\\n  File \\\"apps/erpnext/erpnext/controllers/stock_controller.py\\\", line 52, in validate\\n    super().validate()\\n  File \\\"apps/erpnext/erpnext/controllers/accounts_controller.py\\\", line 227, in validate\\n    self.set_missing_values(for_validate=True)\\n  File \\\"apps/frappe/frappe/utils/typing_validations.py\\\", line 32, in wrapper\\n    return func(*args, **kwargs)\\n           ^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py\\\", line 682, in set_missing_values\\n    self.due_date = get_due_date(\\n                    ^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/utils/typing_validations.py\\\", line 32, in wrapper\\n    return func(*args, **kwargs)\\n           ^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/erpnext/erpnext/accounts/party.py\\\", line 629, in get_due_date\\n    template_name = get_payment_terms_template(party, party_type, company)\\n                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/utils/typing_validations.py\\\", line 32, in wrapper\\n    return func(*args, **kwargs)\\n           ^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/erpnext/erpnext/accounts/party.py\\\", line 773, in get_payment_terms_template\\n    template = customer.payment_terms\\n               ^^^^^^^^^^^^^^^^^^^^^^\\nAttributeError: 'NoneType' object has no attribute 'payment_terms'\\n\"]"}, Functionality : syncCreateSales-ERPNext API error
4:15:00 pm Platform : API, Module : PurchaseInvoice, Error : {"exception":"frappe.exceptions.LinkValidationError: Could not find Company: Trio-S","exc_type":"LinkValidationError","exc":"[\"Traceback (most recent call last):\\n  File \\\"apps/frappe/frappe/app.py\\\", line 115, in application\\n    response = frappe.api.handle(request)\\n               ^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/api/__init__.py\\\", line 50, in handle\\n    data = endpoint(**arguments)\\n           ^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/api/v1.py\\\", line 46, in create_doc\\n    return frappe.new_doc(doctype, **data).insert()\\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/model/document.py\\\", line 301, in insert\\n    self._validate_links()\\n  File \\\"apps/frappe/frappe/model/document.py\\\", line 979, in _validate_links\\n    frappe.throw(_(\\\"Could not find {0}\\\").format(msg), frappe.LinkValidationError)\\n  File \\\"apps/frappe/frappe/__init__.py\\\", line 609, in throw\\n    msgprint(\\n  File \\\"apps/frappe/frappe/__init__.py\\\", line 574, in msgprint\\n    _raise_exception()\\n  File \\\"apps/frappe/frappe/__init__.py\\\", line 525, in _raise_exception\\n    raise exc\\nfrappe.exceptions.LinkValidationError: Could not find Company: Trio-S\\n\"]","_server_messages":"[\"{\\\"message\\\": \\\"Could not find Company: Trio-S\\\", \\\"title\\\": \\\"Message\\\", \\\"indicator\\\": \\\"red\\\", \\\"raise_exception\\\": 1, \\\"__frappe_exc_id\\\": \\\"e892e0fc1d3a9d67125fd924acbd02b7bd08f35dc11408366dc49d92\\\"}\"]"}, Functionality : PurchaseInvoice-ERPNext API error
4:15:00 pm Platform : API, Module : Customer, Error : {"exception":"frappe.exceptions.LinkExistsError: You can disable this Customer instead of deleting it.","exc_type":"LinkExistsError","exc":"[\"Traceback (most recent call last):\\n  File \\\"apps/frappe/frappe/model/delete_doc.py\\\", line 132, in delete_doc\\n    check_if_doc_is_linked(doc)\\n  File \\\"apps/frappe/frappe/model/delete_doc.py\\\", line 319, in check_if_doc_is_linked\\n    raise_link_exists_exception(doc, linked_parent_doctype, reference_docname)\\n  File \\\"apps/frappe/frappe/model/delete_doc.py\\\", line 384, in raise_link_exists_exception\\n    frappe.throw(\\n  File \\\"apps/frappe/frappe/__init__.py\\\", line 609, in throw\\n    msgprint(\\n  File \\\"apps/frappe/frappe/__init__.py\\\", line 574, in msgprint\\n    _raise_exception()\\n  File \\\"apps/frappe/frappe/__init__.py\\\", line 525, in _raise_exception\\n    raise exc\\nfrappe.exceptions.LinkExistsError: Cannot delete or cancel because Customer <a href=\\\"https://erpnext-swapify.m.erpnext.com/app/customer/Padmalakshmi\\\">Padmalakshmi</a> is linked with Sales Invoice <a href=\\\"https://erpnext-swapify.m.erpnext.com/app/sales-invoice/SINV-25-00012\\\">SINV-25-00012</a> \\n\\nDuring handling of the above exception, another exception occurred:\\n\\nTraceback (most recent call last):\\n  File \\\"apps/frappe/frappe/app.py\\\", line 115, in application\\n    response = frappe.api.handle(request)\\n               ^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/api/__init__.py\\\", line 50, in handle\\n    data = endpoint(**arguments)\\n           ^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/api/v1.py\\\", line 68, in delete_doc\\n    frappe.delete_doc(doctype, name, ignore_missing=False)\\n  File \\\"apps/frappe/frappe/__init__.py\\\", line 1370, in delete_doc\\n    return frappe.model.delete_doc.delete_doc(\\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/model/delete_doc.py\\\", line 136, in delete_doc\\n    frappe.throw(\\n  File \\\"apps/frappe/frappe/__init__.py\\\", line 609, in throw\\n    msgprint(\\n  File \\\"apps/frappe/frappe/__init__.py\\\", line 574, in msgprint\\n    _raise_exception()\\n  File \\\"apps/frappe/frappe/__init__.py\\\", line 525, in _raise_exception\\n    raise exc\\nfrappe.exceptions.LinkExistsError: You can disable this Customer instead of deleting it.\\n\"]","_server_messages":"[\"{\\\"message\\\": \\\"Cannot delete or cancel because Customer <a href=\\\\\\\"https://erpnext-swapify.m.erpnext.com/app/customer/Padmalakshmi\\\\\\\">Padmalakshmi</a> is linked with Sales Invoice <a href=\\\\\\\"https://erpnext-swapify.m.erpnext.com/app/sales-invoice/SINV-25-00012\\\\\\\">SINV-25-00012</a> \\\", \\\"title\\\": \\\"Message\\\", \\\"indicator\\\": \\\"red\\\", \\\"raise_exception\\\": 1, \\\"__frappe_exc_id\\\": \\\"9ba3eb6e54d81a2b12feb90ab9bcb5916d0171cbd000299638a41ce1\\\"}\", \"{\\\"message\\\": \\\"You can disable this Customer instead of deleting it.\\\", \\\"title\\\": \\\"Message\\\", \\\"indicator\\\": \\\"red\\\", \\\"raise_exception\\\": 1, \\\"__frappe_exc_id\\\": \\\"6c00bfde1c886a81d9f8f99816ebbcfdf6b80648b1934e6db2d652fd\\\"}\"]"}, Functionality : syncCustomerExists-ERPNext API error
4:15:00 pm Platform : API, Module : syncCreateSales, Error : {"exc_type":"DoesNotExistError","_server_messages":"[\"{\\\"message\\\": \\\"Item Tax Template GST 5% - T not found\\\", \\\"title\\\": \\\"Message\\\", \\\"indicator\\\": \\\"red\\\", \\\"raise_exception\\\": 1, \\\"__frappe_exc_id\\\": \\\"dea0a142a5cc40800a56dc2600ff739ca241698c1c65e3a5ac009f60\\\"}\"]"}, Functionality : syncCreateSales-ERPNext API error
4:15:00 pm Platform : API, Module : Supplier, Error : {"exception":"frappe.exceptions.LinkValidationError: Could not find Row #1: Company: Trio-S, Row #1: Default Account: Creditors - T","exc_type":"LinkValidationError","exc":"[\"Traceback (most recent call last):\\n  File \\\"apps/frappe/frappe/app.py\\\", line 115, in application\\n    response = frappe.api.handle(request)\\n               ^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/api/__init__.py\\\", line 50, in handle\\n    data = endpoint(**arguments)\\n           ^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/api/v1.py\\\", line 46, in create_doc\\n    return frappe.new_doc(doctype, **data).insert()\\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/model/document.py\\\", line 301, in insert\\n    self._validate_links()\\n  File \\\"apps/frappe/frappe/model/document.py\\\", line 979, in _validate_links\\n    frappe.throw(_(\\\"Could not find {0}\\\").format(msg), frappe.LinkValidationError)\\n  File \\\"apps/frappe/frappe/__init__.py\\\", line 609, in throw\\n    msgprint(\\n  File \\\"apps/frappe/frappe/__init__.py\\\", line 574, in msgprint\\n    _raise_exception()\\n  File \\\"apps/frappe/frappe/__init__.py\\\", line 525, in _raise_exception\\n    raise exc\\nfrappe.exceptions.LinkValidationError: Could not find Row #1: Company: Trio-S, Row #1: Default Account: Creditors - T\\n\"]","_server_messages":"[\"{\\\"message\\\": \\\"Could not find Row #1: Company: Trio-S, Row #1: Default Account: Creditors - T\\\", \\\"title\\\": \\\"Message\\\", \\\"indicator\\\": \\\"red\\\", \\\"raise_exception\\\": 1, \\\"__frappe_exc_id\\\": \\\"1ffa3e3df19b0d20f0eea52fa1fd4e77a202c3ab60e4f7e3b45be6c3\\\"}\"]"}, Functionality : syncSupplier-ERPNext API error
4:15:01 pm Platform : API, Module : syncCreateSales, Error : {"exception":"AttributeError: 'NoneType' object has no attribute 'payment_terms'","exc_type":"AttributeError","_exc_source":"erpnext (app)","exc":"[\"Traceback (most recent call last):\\n  File \\\"apps/frappe/frappe/app.py\\\", line 115, in application\\n    response = frappe.api.handle(request)\\n               ^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/api/__init__.py\\\", line 50, in handle\\n    data = endpoint(**arguments)\\n           ^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/api/v1.py\\\", line 46, in create_doc\\n    return frappe.new_doc(doctype, **data).insert()\\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/model/document.py\\\", line 309, in insert\\n    self.run_before_save_methods()\\n  File \\\"apps/frappe/frappe/model/document.py\\\", line 1143, in run_before_save_methods\\n    self.run_method(\\\"validate\\\")\\n  File \\\"apps/frappe/frappe/model/document.py\\\", line 1011, in run_method\\n    out = Document.hook(fn)(self, *args, **kwargs)\\n          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/model/document.py\\\", line 1371, in composer\\n    return composed(self, method, *args, **kwargs)\\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/model/document.py\\\", line 1353, in runner\\n    add_to_return_value(self, fn(self, *args, **kwargs))\\n                              ^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/model/document.py\\\", line 1008, in fn\\n    return method_object(*args, **kwargs)\\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py\\\", line 271, in validate\\n    super().validate()\\n  File \\\"apps/erpnext/erpnext/controllers/selling_controller.py\\\", line 43, in validate\\n    super().validate()\\n  File \\\"apps/erpnext/erpnext/controllers/stock_controller.py\\\", line 52, in validate\\n    super().validate()\\n  File \\\"apps/erpnext/erpnext/controllers/accounts_controller.py\\\", line 227, in validate\\n    self.set_missing_values(for_validate=True)\\n  File \\\"apps/frappe/frappe/utils/typing_validations.py\\\", line 32, in wrapper\\n    return func(*args, **kwargs)\\n           ^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py\\\", line 682, in set_missing_values\\n    self.due_date = get_due_date(\\n                    ^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/utils/typing_validations.py\\\", line 32, in wrapper\\n    return func(*args, **kwargs)\\n           ^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/erpnext/erpnext/accounts/party.py\\\", line 629, in get_due_date\\n    template_name = get_payment_terms_template(party, party_type, company)\\n                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/utils/typing_validations.py\\\", line 32, in wrapper\\n    return func(*args, **kwargs)\\n           ^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/erpnext/erpnext/accounts/party.py\\\", line 773, in get_payment_terms_template\\n    template = customer.payment_terms\\n               ^^^^^^^^^^^^^^^^^^^^^^\\nAttributeError: 'NoneType' object has no attribute 'payment_terms'\\n\"]"}, Functionality : syncCreateSales-ERPNext API error
4:16:00 pm Platform : API, Module : PurchaseInvoice, Error : {"exception":"frappe.exceptions.LinkValidationError: Could not find Company: Trio-S","exc_type":"LinkValidationError","exc":"[\"Traceback (most recent call last):\\n  File \\\"apps/frappe/frappe/app.py\\\", line 115, in application\\n    response = frappe.api.handle(request)\\n               ^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/api/__init__.py\\\", line 50, in handle\\n    data = endpoint(**arguments)\\n           ^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/api/v1.py\\\", line 46, in create_doc\\n    return frappe.new_doc(doctype, **data).insert()\\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/model/document.py\\\", line 301, in insert\\n    self._validate_links()\\n  File \\\"apps/frappe/frappe/model/document.py\\\", line 979, in _validate_links\\n    frappe.throw(_(\\\"Could not find {0}\\\").format(msg), frappe.LinkValidationError)\\n  File \\\"apps/frappe/frappe/__init__.py\\\", line 609, in throw\\n    msgprint(\\n  File \\\"apps/frappe/frappe/__init__.py\\\", line 574, in msgprint\\n    _raise_exception()\\n  File \\\"apps/frappe/frappe/__init__.py\\\", line 525, in _raise_exception\\n    raise exc\\nfrappe.exceptions.LinkValidationError: Could not find Company: Trio-S\\n\"]","_server_messages":"[\"{\\\"message\\\": \\\"Could not find Company: Trio-S\\\", \\\"title\\\": \\\"Message\\\", \\\"indicator\\\": \\\"red\\\", \\\"raise_exception\\\": 1, \\\"__frappe_exc_id\\\": \\\"b01a152c0c1ef0c09d53801893e1115626ef4aa049f5133667d68288\\\"}\"]"}, Functionality : PurchaseInvoice-ERPNext API error
4:16:00 pm Platform : API, Module : Supplier, Error : {"exception":"frappe.exceptions.LinkValidationError: Could not find Row #1: Company: Trio-S, Row #1: Default Account: Creditors - T","exc_type":"LinkValidationError","exc":"[\"Traceback (most recent call last):\\n  File \\\"apps/frappe/frappe/app.py\\\", line 115, in application\\n    response = frappe.api.handle(request)\\n               ^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/api/__init__.py\\\", line 50, in handle\\n    data = endpoint(**arguments)\\n           ^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/api/v1.py\\\", line 46, in create_doc\\n    return frappe.new_doc(doctype, **data).insert()\\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/model/document.py\\\", line 301, in insert\\n    self._validate_links()\\n  File \\\"apps/frappe/frappe/model/document.py\\\", line 979, in _validate_links\\n    frappe.throw(_(\\\"Could not find {0}\\\").format(msg), frappe.LinkValidationError)\\n  File \\\"apps/frappe/frappe/__init__.py\\\", line 609, in throw\\n    msgprint(\\n  File \\\"apps/frappe/frappe/__init__.py\\\", line 574, in msgprint\\n    _raise_exception()\\n  File \\\"apps/frappe/frappe/__init__.py\\\", line 525, in _raise_exception\\n    raise exc\\nfrappe.exceptions.LinkValidationError: Could not find Row #1: Company: Trio-S, Row #1: Default Account: Creditors - T\\n\"]","_server_messages":"[\"{\\\"message\\\": \\\"Could not find Row #1: Company: Trio-S, Row #1: Default Account: Creditors - T\\\", \\\"title\\\": \\\"Message\\\", \\\"indicator\\\": \\\"red\\\", \\\"raise_exception\\\": 1, \\\"__frappe_exc_id\\\": \\\"cdcf13c6fd9fb7c41d770d305b2a65fd8128b3ebfeb987dc9ec73de7\\\"}\"]"}, Functionality : syncSupplier-ERPNext API error
4:16:00 pm Platform : API, Module : Customer, Error : {"exception":"frappe.exceptions.LinkExistsError: You can disable this Customer instead of deleting it.","exc_type":"LinkExistsError","exc":"[\"Traceback (most recent call last):\\n  File \\\"apps/frappe/frappe/model/delete_doc.py\\\", line 132, in delete_doc\\n    check_if_doc_is_linked(doc)\\n  File \\\"apps/frappe/frappe/model/delete_doc.py\\\", line 319, in check_if_doc_is_linked\\n    raise_link_exists_exception(doc, linked_parent_doctype, reference_docname)\\n  File \\\"apps/frappe/frappe/model/delete_doc.py\\\", line 384, in raise_link_exists_exception\\n    frappe.throw(\\n  File \\\"apps/frappe/frappe/__init__.py\\\", line 609, in throw\\n    msgprint(\\n  File \\\"apps/frappe/frappe/__init__.py\\\", line 574, in msgprint\\n    _raise_exception()\\n  File \\\"apps/frappe/frappe/__init__.py\\\", line 525, in _raise_exception\\n    raise exc\\nfrappe.exceptions.LinkExistsError: Cannot delete or cancel because Customer <a href=\\\"https://erpnext-swapify.m.erpnext.com/app/customer/Padmalakshmi\\\">Padmalakshmi</a> is linked with Sales Invoice <a href=\\\"https://erpnext-swapify.m.erpnext.com/app/sales-invoice/SINV-25-00012\\\">SINV-25-00012</a> \\n\\nDuring handling of the above exception, another exception occurred:\\n\\nTraceback (most recent call last):\\n  File \\\"apps/frappe/frappe/app.py\\\", line 115, in application\\n    response = frappe.api.handle(request)\\n               ^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/api/__init__.py\\\", line 50, in handle\\n    data = endpoint(**arguments)\\n           ^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/api/v1.py\\\", line 68, in delete_doc\\n    frappe.delete_doc(doctype, name, ignore_missing=False)\\n  File \\\"apps/frappe/frappe/__init__.py\\\", line 1370, in delete_doc\\n    return frappe.model.delete_doc.delete_doc(\\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/model/delete_doc.py\\\", line 136, in delete_doc\\n    frappe.throw(\\n  File \\\"apps/frappe/frappe/__init__.py\\\", line 609, in throw\\n    msgprint(\\n  File \\\"apps/frappe/frappe/__init__.py\\\", line 574, in msgprint\\n    _raise_exception()\\n  File \\\"apps/frappe/frappe/__init__.py\\\", line 525, in _raise_exception\\n    raise exc\\nfrappe.exceptions.LinkExistsError: You can disable this Customer instead of deleting it.\\n\"]","_server_messages":"[\"{\\\"message\\\": \\\"Cannot delete or cancel because Customer <a href=\\\\\\\"https://erpnext-swapify.m.erpnext.com/app/customer/Padmalakshmi\\\\\\\">Padmalakshmi</a> is linked with Sales Invoice <a href=\\\\\\\"https://erpnext-swapify.m.erpnext.com/app/sales-invoice/SINV-25-00012\\\\\\\">SINV-25-00012</a> \\\", \\\"title\\\": \\\"Message\\\", \\\"indicator\\\": \\\"red\\\", \\\"raise_exception\\\": 1, \\\"__frappe_exc_id\\\": \\\"b9c7be9d89bc476b8464c9282bc82bbc61cda3bb4e89c55ba907c7ea\\\"}\", \"{\\\"message\\\": \\\"You can disable this Customer instead of deleting it.\\\", \\\"title\\\": \\\"Message\\\", \\\"indicator\\\": \\\"red\\\", \\\"raise_exception\\\": 1, \\\"__frappe_exc_id\\\": \\\"4274b6cf994f760b36e1a62c38121d2d788333a43b73c24f75b2223c\\\"}\"]"}, Functionality : syncCustomerExists-ERPNext API error
4:16:00 pm Platform : API, Module : syncCreateSales, Error : {"exc_type":"DoesNotExistError","_server_messages":"[\"{\\\"message\\\": \\\"Item Tax Template GST 5% - T not found\\\", \\\"title\\\": \\\"Message\\\", \\\"indicator\\\": \\\"red\\\", \\\"raise_exception\\\": 1, \\\"__frappe_exc_id\\\": \\\"e65da46b8b76a6892c17745d6b7c38b1648b959a9098c9ee9bcdfc87\\\"}\"]"}, Functionality : syncCreateSales-ERPNext API error
4:16:00 pm Platform : API, Module : syncCreateSales, Error : {"exception":"AttributeError: 'NoneType' object has no attribute 'payment_terms'","exc_type":"AttributeError","_exc_source":"erpnext (app)","exc":"[\"Traceback (most recent call last):\\n  File \\\"apps/frappe/frappe/app.py\\\", line 115, in application\\n    response = frappe.api.handle(request)\\n               ^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/api/__init__.py\\\", line 50, in handle\\n    data = endpoint(**arguments)\\n           ^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/api/v1.py\\\", line 46, in create_doc\\n    return frappe.new_doc(doctype, **data).insert()\\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/model/document.py\\\", line 309, in insert\\n    self.run_before_save_methods()\\n  File \\\"apps/frappe/frappe/model/document.py\\\", line 1143, in run_before_save_methods\\n    self.run_method(\\\"validate\\\")\\n  File \\\"apps/frappe/frappe/model/document.py\\\", line 1011, in run_method\\n    out = Document.hook(fn)(self, *args, **kwargs)\\n          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/model/document.py\\\", line 1371, in composer\\n    return composed(self, method, *args, **kwargs)\\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/model/document.py\\\", line 1353, in runner\\n    add_to_return_value(self, fn(self, *args, **kwargs))\\n                              ^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/model/document.py\\\", line 1008, in fn\\n    return method_object(*args, **kwargs)\\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py\\\", line 271, in validate\\n    super().validate()\\n  File \\\"apps/erpnext/erpnext/controllers/selling_controller.py\\\", line 43, in validate\\n    super().validate()\\n  File \\\"apps/erpnext/erpnext/controllers/stock_controller.py\\\", line 52, in validate\\n    super().validate()\\n  File \\\"apps/erpnext/erpnext/controllers/accounts_controller.py\\\", line 227, in validate\\n    self.set_missing_values(for_validate=True)\\n  File \\\"apps/frappe/frappe/utils/typing_validations.py\\\", line 32, in wrapper\\n    return func(*args, **kwargs)\\n           ^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py\\\", line 682, in set_missing_values\\n    self.due_date = get_due_date(\\n                    ^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/utils/typing_validations.py\\\", line 32, in wrapper\\n    return func(*args, **kwargs)\\n           ^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/erpnext/erpnext/accounts/party.py\\\", line 629, in get_due_date\\n    template_name = get_payment_terms_template(party, party_type, company)\\n                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/utils/typing_validations.py\\\", line 32, in wrapper\\n    return func(*args, **kwargs)\\n           ^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/erpnext/erpnext/accounts/party.py\\\", line 773, in get_payment_terms_template\\n    template = customer.payment_terms\\n               ^^^^^^^^^^^^^^^^^^^^^^\\nAttributeError: 'NoneType' object has no attribute 'payment_terms'\\n\"]"}, Functionality : syncCreateSales-ERPNext API error
4:17:23 pm Platform : API, Module : Supplier, Error : {"exception":"frappe.exceptions.LinkValidationError: Could not find Row #1: Company: Trio-S, Row #1: Default Account: Creditors - T","exc_type":"LinkValidationError","exc":"[\"Traceback (most recent call last):\\n  File \\\"apps/frappe/frappe/app.py\\\", line 115, in application\\n    response = frappe.api.handle(request)\\n               ^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/api/__init__.py\\\", line 50, in handle\\n    data = endpoint(**arguments)\\n           ^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/api/v1.py\\\", line 46, in create_doc\\n    return frappe.new_doc(doctype, **data).insert()\\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\\n  File \\\"apps/frappe/frappe/model/document.py\\\", line 301, in insert\\n    self._validate_links()\\n  File \\\"apps/frappe/frappe/model/document.py\\\", line 979, in _validate_links\\n    frappe.throw(_(\\\"Could not find {0}\\\").format(msg), frappe.LinkValidationError)\\n  File \\\"apps/frappe/frappe/__init__.py\\\", line 609, in throw\\n    msgprint(\\n  File \\\"apps/frappe/frappe/__init__.py\\\", line 574, in msgprint\\n    _raise_exception()\\n  File \\\"apps/frappe/frappe/__init__.py\\\", line 525, in _raise_exception\\n    raise exc\\nfrappe.exceptions.LinkValidationError: Could not find Row #1: Company: Trio-S, Row #1: Default Account: Creditors - T\\n\"]","_server_messages":"[\"{\\\"message\\\": \\\"Could not find Row #1: Company: Trio-S, Row #1: Default Account: Creditors - T\\\", \\\"title\\\": \\\"Message\\\", \\\"indicator\\\": \\\"red\\\", \\\"raise_exception\\\": 1, \\\"__frappe_exc_id\\\": \\\"45ae40333ff36747376990bb7ce4138678e4c95072b2e2a05d52fe51\\\"}\"]"}, Functionality : syncSupplier-ERPNext API error
