
9:57:01 am Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
2:11:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
2:11:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
2:11:00 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
2:12:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
2:12:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
2:12:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
2:13:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
2:13:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
2:13:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
2:14:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
2:14:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
2:14:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
2:15:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
2:15:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
2:15:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
2:16:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
2:16:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
2:16:00 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
2:17:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
2:17:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
2:17:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
2:18:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
2:18:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
2:18:00 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
2:19:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
2:19:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
2:19:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
2:20:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
2:20:00 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
2:20:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
2:21:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
2:21:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
2:21:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
2:22:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
2:22:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
2:22:00 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
2:51:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
2:51:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
2:51:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
2:52:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
2:52:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
2:52:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
2:53:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
2:53:00 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
2:53:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
2:55:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
2:55:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
2:55:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
2:56:04 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
2:56:04 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
2:56:04 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
2:57:04 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
2:57:04 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
2:57:04 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
2:58:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
2:58:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
2:58:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
2:59:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
2:59:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
2:59:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:00:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:00:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:00:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:01:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:01:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:01:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:02:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:02:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:02:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:03:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:03:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:03:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:04:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:04:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:04:00 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:05:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:05:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:05:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:06:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:06:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:06:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:07:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:07:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:07:00 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:08:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:08:00 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:08:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:09:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:09:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:09:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:09:39 pm Platform : API, Module : Pdf Generation, Error : Error: Browser was not found at the configured executablePath (/usr/bin/chromium-browser), Functionality : udfnPurchaseReceipt
3:10:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:10:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:10:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:11:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:11:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:11:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:12:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:12:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:12:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:13:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:13:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:13:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:14:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:14:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:14:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:14:13 pm Platform : API, Module : Pdf Generation, Error : Error: Browser was not found at the configured executablePath (/usr/bin/chromium-browser), Functionality : udfnPurchaseReceipt
3:15:02 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:15:02 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:15:02 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:16:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:16:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:16:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:17:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:17:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:17:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:19:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:19:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:19:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:20:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:20:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:20:00 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:21:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:21:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:21:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:22:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:22:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:22:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:24:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:24:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:24:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:25:04 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:25:04 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:25:04 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:26:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:26:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:26:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:27:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:27:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:27:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:28:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:28:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:28:00 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:29:05 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:29:05 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:29:05 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:30:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:30:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:30:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:31:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:31:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:31:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:32:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:32:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:32:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:33:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:33:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:33:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:34:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:34:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:34:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:35:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:35:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:35:00 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:35:54 pm Platform : API, Module : Pdf Generation, Error : Error: Browser was not found at the configured executablePath (/usr/bin/chromium-browser), Functionality : udfnPurchaseReceipt
3:36:03 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:36:03 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:36:03 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:37:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:37:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:37:00 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:38:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:38:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:38:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:39:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:39:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:39:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:40:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:40:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:40:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:41:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:41:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:41:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:42:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:42:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:42:00 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:43:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:43:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:43:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:44:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:44:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:44:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:45:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:45:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:45:00 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:46:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:46:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:46:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:47:05 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:47:05 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:47:05 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:48:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:48:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:48:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:49:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:49:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:49:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:50:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:50:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:50:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:51:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:51:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:51:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:52:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:52:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:52:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:53:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:53:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:53:00 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:54:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:54:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
